Pantun,Pemantun,Himpunan,Tema,Jenis,Markah
"Banyak ayam di rumah Cik Uda,
ayam tidur di dalam reban;
Jangan anda mengada-ngada,
segera tunai ibadah korban.",Warga Emas Pertapis,Program Pantun Pertapis,Renung Diri,Pesanan,21
"Mengail ikan sampai ke senja,
pulang ke rumah pondok di kebun;
Hidang gulai di atas meja,
Tangan yang kotor dibasuh sabun.",Warga Emas Pertapis,Program Pantun Pertapis,Renung Diri,Pesanan,22
"Naik perahu tuju ke pulau,
matahari condong di barat;
Elok mata jangan melilau,
dilibas cikgu berbirat-birat.",Warga Emas Pertapis,Program Pantun Pertapis,Renung Diri,Pesanan,21
"Berumah kecil rumah di pekan,
Dibentang suri tikar mengkuang;
Sudah kenyang setelah makan,
Barang lebih jangan dibuang.",Warga Emas Pertapis,Program Pantun Pertapis,Jangan membazir,Nasihat,24
"Ambil angin atas jembatan,
Sambil duduk di ambin Kayu;
Mengarang pantun secara spontan,
nyanyikan pula mendayu-dayu.",Warga Emas Pertapis,Program Pantun Warga Emas Pertapis,Pantun,Hiburan,24
"Baik-baik mengail tenggiri,
Jangan terkena Si Ikan Parang;
Baik-baik menjaga diri,
Jangan lena ditipu orang.",Kamsani Bin Bedan,Program Pantun Warga Emas Pertapis,Menjaga Diri,Nasihat,25
"Perahu pecah terus tenggelam,
Naik rakit ke rumah Cik Siti;
Jangan berkhayal ke tengah malam,
Kalaulah sakit susah sendiri.",Sulaiman Bin Ahmad,Program Pantun Warga Emas Pertapis,Jangan Berkhayal,Nasihat,23
"Naik perahu tuju pulau,
Matahari condong di barat;
Eloklah mata jangan melilau,
Dibilas cikgu berbirat-birat.",Warga Emas Pertapis,,Nasihat,Jenaka,24
"Kuih koci dibungkus daun,
daun pisang disalai dulu;
Cinta suci bertahun-tahun,
tetap pasang hilir ke hulu.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Cinta,Pujuk,25
"Pohon Tempinis daunnya lebat,
Buat pintu rapat tertutup;
Masam Manis rasanya hebat,
makan satu tidaklah cukup.",Warga Emas Pertapis,Program Berse6 Pantun Pertapis,Peribahasa,Nasihat,22
"Buah kuini si buah Nangka,
Di tepi jalan di jual baba;
Hadiah ini tak disangka,
Bagai bulan jatuh ke riba.",Warga Emas Pertapis,Program Berse6 Pantun Pertapis,Peribahasa,Nasihat,25
"Elok terbuka berbiji saga,
Diambil Budak banyak di bawah;
Air muka patut dijaga,
agar tidak hilang maruah.",Warga Emas Pertapis,Program Berse6 Pantun Pertapis,Peribahasa,Nasihat,23
"Sama-sama kita mendaki,
Turun hujan kita pun tadah;
Kalau berjalan peliharakan kaki, 
Kalau berkata peliharakan lidah.",Warga Emas Pertapis,Program Berse6 Pantun Pertapis,Peribahasa,Nasihat,23
"Hendak tangkap ikan tembakul,
Sampai paya dikejar anjing;
Kalau berat sama dipikul,
kalau ringan sama dijinjing.",Warga Emas Pertapis,Program Berse6 Pantun Pertapis,Peribahasa,Nasihat,23
"Pergi kebun memetik bayam,
Tumbuh lebat batasnya teguh;
Hangat-hangat tahinya ayam,
buat kerja tak sungguh-sungguh.",Warga Emas Pertapis,Himpunan Pantun Pertapis,Kerja,Nasihat,23
"Dalam semak berular tedung,
Jangan lupa membawa parang;
Bagai lembu dicucuk hidung,
Turut sahaja cakap orang.",Warga Emas Pertapis,Himpunan Pantun Pertapis,Cakap,Nasihat,24
"Kail haruan di tasik langka,
pancingku patah jauh di hulu;
Pergimu Tuan tinggalkan duka,
duka bertatah kenangan lalu.",CG Karmin Abbas ,Duka bertatah kenangan,Duka,Kenangan,25
"Tumbuh subur pohon keladi,
tuai padi di tengah sawah;
Jikalau hidup tidak berbudi,
Bagai pohon yang tidak berbuah.",Ayahanda Sulaiman Ahmad ,Program Pantun Pertapis,Budi,Nasihat,23
"Nasi lemak sayur keladi,
Pergi ke sungai memungut kerang;
Sudah banyak menabur budi,
Mercedes juga dipandang orang.",Ayahanda Sulaiman Ahmad ,Program Pantun Perta,Budi,Ingatan,23
"Sembahyang Zohor empat rakaat,
Duduk bersila menghadap kiblat;
Jikalau kita hendak selamat,
Kepada Allah memohon taubat.",Ayahanda Sulaiman Ahmad ,Program Pantun Pertapis ,Taubat,Ucapan,20
"Tidur malam berselimut gebar,
Mentari petang condong ke barat;
Hidup kita banyak-banyak bersabar,
Supaya sempurna dunia akhirat.",Ayahanda Sulaiman Ahmad ,Program Pantun Pertapis,Sabar,Nasihat,23
"Naik basikal ke rumah Pak Awang,
Ke rumah Pak Awang makan kenduri;
Hidup kita terima nasihat orang,
Tidak kesal di belakang hari.",Ayahanda Sulaiman Ahmad,Program Pantun Pertapis,Jangan Kesal,Nasihat,22
"Kalau panas minum air selasih,
Selasih dibeli dari pekan;
Saya ucapkan terima kasih,
Makan dan minum minta dihalalkan.",Ayahanda Sulaiman Ahmad,Program Pantun Pertapis,Terima Kasih,Ucapan,21
"Mayang Sari berbunga lagi,
lapan kaki harumnya dekat;
Semakin memberi bertambah lagi,
itulah rezeki jikalau berkat.
",CG Karmin Abbas ,Himpunan Pantun CG Karmin Abbas ,Rezeki Bertambah,Nasihat,25
"Dua dokoh bercengkok-cengkok,
hiasan pangkin Pasar Larkin;
Dua tokoh jikalau bersongkok,
benua mangkin dunia mungkin.",CG Karmin Abbas,Himpunan Pantun CG Karmin ,Budaya,Inspirasi,25
"Mula bertandak berhias tanjak
Pipit hendak menjadi helang
Mungkin kelak pipit berganjak
Apakan daya hilangnya girang",Omar Qayyum ,Penggemar Pantun,,,19
"Kicap bukan sebarang kicap,
Kicap tangan dibawa rehlah;
Ucap bukan sebarang ucap,
Ucap dengan kalimah Allah.",Awang Abdul Muizz bin Awang Marusin,Himpunan Sepanggar Berpantun,Pembuka dan penutup kata,,25
"Pergi kelaut mencari kerang
Kerang direbus dimalam hari
Melihat bulan terang benderang
Sangat senang suasana hati",Lailan Savira,Penggemar Pantun,Alam,-,21
"Minum kopi didalam cangkir
Kopinya kopi sidikalang
Hidup jangan menjadi kikir
Agar tidak dibenci orang",Indah Suryani,Penggemar Pantun,Kopi,Nasihat,21
"Hias pohon cemara saat natal
Dihiasi dengan bola yang cantik
Supaya pasangan tidak menggatal
Ubah penampilan agar menarik",Indah Suryani,Penggemar Pantun,Pohon cemara,Jenaka,21
"Adik pulang dari kota Banda
Sampai di rumah saat fajar
Agar disayang ayah bunda
Semangat lah dalam belajar",Indah Suryani,Penggemar Pantun,Pendidikan,Nasihat ,22
"MAIN GITAR SAMBIL BERNYANYI
DENGAR SUARA SANG PENYANYI
JIKA HIDUP TERASA SUNYI
JANGAN PERNAH UNTUK SEMBUNYI",Adinda,Penggemar Pantun,Alam,_,23
"Anak kecil sedang menari dan berdansa
Menyanyikan lagu zapin melayu
Sungguh indah alam melayu di desa
Udara sejuk masih merayu rayu",Salman Fauzan Siahaan,Penggemar Pantun,Keindahan Alam Melayu,Pantun,18
"Masjid al mashun kesultanan deli
Masjid yang megah dan juga unik
Buat apa manusia sifat  iri
Mending kita menjadi unik",Salman Fauzan Siahaan,Penggemar Pantun,Keindahan Alam Melayu,Pantun,19
"Sungai mengalir airnya deras
Terlihat elok karna jernihnya
Ilmu yang mengalir kan terbalas
Mendapat pahala membaginya",Indah suryani,Penggemar Pantun,Ilmu yang bermanfaat ,Nasihat,22
"Di pinggir pantai diterpa angin
Pohon kelapa berayun gemulai
Sungguh sedap rasanya ikan patin
Ketika dimasak menjadi gulai",Elza Diani jannah Hrp,Penggemar Pantun,Keindahan Alam Melayu,Pantun,20
"Menjala ikan disore hari
Berteman senja elok sekali
Inilah ciri masyarakat kami
Mencari ikan sehari-hari",Elza Diani jannah Hrp,Penggemar Pantun,Keindahan Alam Melayu,Pantun,18
"Marilah mari teman-temanku
Bersama nelayan pergi berlayar
Senang hati tak dapat ditipu
Mendapat ikan membawa binar",Elza Diani jannah Hrp,Penggemar Pantun,Keindahan Alam Melayu,Pantun,18
"Pulau Bintan sedap dipandang
Ditemani kelapa muda diatas meja
Mari kawan sini datang
Bersenda ria menikmati senja",Elza Diani jannah Hrp,Penggemar Pantun,Keindahan Alam Melayu,Pantun,15
"Istana maimun istana raja
Sangat indah di waktu senja
Untuk apa makan sahaja
Kalau tidak diringi dengan bekerja",Salman Fauzan Siahaan,Penggemar Pantun,Keindahan Alam Melayu,Pantun,21
"Laut lepas disore hari
Deburan ombak kesana kemari
Mari semua lihat kemari
Kekayaan Melayu kita nikmati",Elza Diani jannah Hrp,Penggemar Pantun,Keindahan Alam Melayu,Pantun,19
"Pergi ke medan Singgah ke gatsu
Jangan lupa kerumah makan
Di medan ada khas melayu
Rumah makan deli lah tawarkan",Salman Fauzan Siahaan,Penggemar Pantun,Keindahan Alam Melayu,Pantun,19
"Buah belimbing buah kaya manfaat
Penurun darah tinggi jadi pengobat
Bila dibimbing dengan cinta taat
Anak menjadi penolong akhirat ",Indah suryani,Penggemar Pantun,Membimbing anak,Nasihat,22
"Jalan-jalan ke tepi kota
Bawa bekal tuk Perjalanan kita
Akhir pekan di depan mata
Ke pantai Permai lah bersama ",Indah Cikita,Penggemar Pantun,Pantai,,20
"Di pinggir pantai diterpa angin
Pohon kelapa berayun gemulai
Sungguh sedap rasanya ikan patin 
Ketika dimasak menjadi gulai
",Elza Diani Jannah Hrp,Penggemar Pantun,Melayu,Pantun,20
"Pulau sumatra pulau melayu
Kalau tamasya jangan gabeli
Di sumatera ada melayu
Tentu saja itu melayu deli",Salman Fauzan Siahaan,Penggemar Pantun,Keindahan Alam Melayu,Pantun,23
"Bila rotan berakar sebatang
Dipasang rotan dengan melintang
Bicara spontan tandanya menentang
Itu kesempatan bagi pembentang",Fitri Nurhani,Penggemar Pantun,-,-,25
"Jalan-jalan ke tepi kota
Bawa bekal 'tuk perjalanan kita
Akhir pekan di depan mata
Ke pantai Permai lah kita",Indah Cikita,Penggemar Pantun,Makanan Melayu,,18
"Jika rotan berakar sebatang
dipasang rotan dengan melintang
Bicara spontan tanda menentang
Tanda  resatan akhir pembentang",Fitri Nurhani,Penggemar Pantun,-,-,25
"Rumah panggung dipinggir pantai
Duduk bersila sambil becerita
terlihat gadis cantik aduhai
Gadis kembang desa ternyata ",,Penggemar Pantun,,,19
"Menanam padi di dalam sawah
Padi berdiri tanpa topangan
Jika matamu sudah lelah
Jangan pikirkan  masalah pasangan 
",Lailan Savira ,Penggemar Pantun,-,-,20
"Duduk menikmati tepi pantai
Sambil menikmati angin kencang
Pantai bukan sembarang pantai
Pantai ini terletak di deli serdang",Fatimatuzzahrolubis,Penggemar Pantun,Pantai,,20
"Lontong Medan sedap rasanya
Rasanya Pedas menggoda selera
Nasi berpadu serasa gurihnya
Selera tiada tandingan rasa",Yudha Laksmana Tanjung,Penggemar Pantun,Lontong Medan,makanan,20
"Di taman kasih bunga mekar
Cinta menyala bagaikan lilin
Rindu terukir hati yang bergetar
Seperti puisi cinta yang tak terbin",Yudha Laksmana Tanjung,Penggemar Pantun,Rindu,Cinta,17
"Terbang semampai si burung camar
Tiba-tiba masuk ke dalam kamar
Jangan sampai  lingkungan tercemar
Masa depan kan terasa samar",Nurainun Pasaribu,Penggemar Pantun,-,-,23
"Jikalau ikan di atas papan
Untuk dimakan di dasar sampan
Mari lestarikan budaya sopan
Agar kehidupkan punya resapan",Fitri Nurhani,Penggemar Pantun,-,-,25
"minum kopi dipagi hari
minum sambil membaca koran
ini hidup hanya sekali 
jalankan sesuai alquran ",Adinda ,Penggemar Pantun,kehidupan,-,21
"setiap hari semakin indah
Apa lagi kalau bukan malam
Sempurna hari sebab ibadah
Wajib lagi pelihara alam
",Sirlie Lupita,Penggemar Pantun,Alam,,25
"rumah papan dipinggir pantai
duduk bersila sambil becerita
tertengok ku gadis cantik aduhai
gadis kembang desa ternyata",Salsabila Ananda Putri Nasution,Penggemar Pantun,,,19
"Naik gunung kepuncak simeru
Melihat alam dengan keindahan nya
Raih masa mudamu
Jangan coba gunakan narkoba",Nurainun Pasaribu,Penggemar Pantun,,,13
"Bendang padi nampaknya permai,
ada musafir bawa pundi,
Quran jadi bacaan ramai;
atheis, kafir juga yahudi.",CG KARMIN ABBAS ,Himpunan Pantun CG Karmin ,Quran,Pendapat,25
"Pohon angsana megah tingginya,
angin meniup terasa sayu;
Warisan bangsa ke mana hilangnya,
jangan kelak hilangnya Melayu.",,Penggemar Pantun,,,21
"Kampong Delta dekat Kembangan,
Jalan Moulmein sebelah Hougang.
Sering Ibu tukar hidangan,
Jawapan Ikan cermin yang masak singgang.",Putri,Pantun Jenaka Teka-Teki Trade Fair,Cermin,Jawapan,22
"Ikan cermin melambai di tepi,
Balasan ini datang sederhana, tanpa henti.
Seperti cermin, jawapannya jelas terpancar,
Dalam pantun ini, persahabatan tercipta dengan indah.",Aiman,Pantun Jenaka Teka-Teki Trade Fair,cermin,ikan,10
"Pergi ke pasar membeli ikan,
Ikannya besar penuh muatan.
Hidangan di tukar masakan singgang,
Ikan singgang jadi jawapan.",Putri,Pantun Jenaka Teka-Teki Trade Fair,Cermin,Jawapan,18
"Bromo terindah selepas subuh,
Naik mentari dataran luas;
Termasyhur sudah apa diheboh?
Tinggal sehari rasa tak puas.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Bromo,Wisata,24
"Pasar Blauran di Surabaya,
Memang enak makan Es Dawet,
Tidaklah heran sungguh bergaya;
Suara lunak wajahnya awet.",CG Karmin Abbas ,Himpunan Pantun CG Karmin Abbas ,Surabaya,Makanan,25
"besi bukan sebarang besi
besi dibuat untuk bangunan
orang melayu hidup harmoni
belimbing besi menjadi  makanan",istri encik AA,Pantun Jenaka Teka-Teki Trade Fair,besi,buah,19
"Belimbing besi, tajamnya menggoda,
Seperti hati, kuat tak tergoda.
Dalam kekuatan, tersembunyi pesona,
Pantun ini balas untukmu, penuh warna.",Fadila,Pantun Jenaka Teka-Teki Trade Fair,besi,buah,14
"Belimbing besi yang berkilau,
Seperti logam, teguh dan kuat.
Pantun ini kubuat sebagai jawaban,
Semoga senang, tawa pun bercampur selalu.",Fadila,Pantun Jenaka Teka-Teki Trade Fair,besi,buah,13
"Hari Isnin
Hari Ahad
Makan lah belimbing besi
Supaya sihat!",Fizah,Pantun Jenaka Teka-Teki Trade Fair,Besi,Jawapan,10
"Besi bukan sebarang besi

Besi datang dari roman

Orang melayu memang berisi

Belimbang besi dibuat ulam",Rafi,Pantun Jenaka Teka-Teki Trade Fair,Besi,Jawapan,16
"Besi bukan sebarang besi
Besi dibuat pagar tanam
Orang melayu memang berisi
Belimbang besi dibuat ulam",Rafi,Pantun Jenaka Teka-Teki Trade Fair,,,21
"Belimbing Besi di pohon berdiri,
Dilangit biru, gemerlap bintang riang.
Rasa asam manis, seperti kisah cinta,
Di kebun indah, kecantikan tak terbantahkan.",Nia,Pantun Jenaka Teka-Teki Trade Fair,besi,buah,13
"Di Keranji hulu buat perahu,
Dalam bangsal kayu, di Lorong Kebasi; 
Sejak dahulu dunia tahu,
Hanyalah Melayu boleh makan belimbing besi.",Pfeizel,Pantun Jenaka Teka-Teki Trade Fair,beai,jawapan,17
"Kalau Tuan pergi ke kedai,
Belikan saya buah keranji,
Bila bermain diikat sekuat hati,
Saya budak bijak pandai, yang dimakan ialah belimbing besi.",Fadila,Pantun Jenaka Teka-Teki Trade Fair,besi,buah,9
"Buah labu gemuk berisi,
Boleh masak dibuat sayur,
Pilih makanan zat besi bergizi,
Dari daging dan juga sayur .",Fatimah Bte brahi,Pantun Jenaka Teka-Teki Trade Fair,Besi,Sayur dan daging,20
"Pergi ke pasar dengan Pak Sabtu,
Membeli gula dan gula batu,
Ramai Melayu kepala batu,
Sebab suka makan jambu batu.",Tn. Hj. Mohamad,Pantun Jenaka Teka-Teki Trade Fair,Batu,Jawapan,23
"Makan bahulu di Kota Bharu,
Beli kurung melayu buat menantu,
Sejak dahulu dunia dah tahu, 
Orang Melayu makan Jambu Batu. ",Shukriah Sidek,Pantun Jenaka Teka-Teki Trade Fair,Batu,Jawapan,22
"Penduduk ulu menuju selarang.
Lalu Kampong Kayu serta Jalan Ketang;
Dari zaman dulu sampi sekarang.
Melayu suka makan batang.",Yan,Pantun Jenaka Teka-Teki Trade Fair,Batang,Jawapan,22
"Penduduk ulu menuju selarang,
Lalu kampong kayu serta jalan kentang;
Dari zaman dulu sampai sekarang,
Melayu suka makan tenggeri batang",Nawfal,Pantun Jenaka Teka-Teki Trade Fair,batang,Jawapan,22
"Orang hulu bermain parang,
Badan berbulu rambutnya perang.
Dari dulu sampai sekarang,
Orang Melayu suka makan ikan tenggeri batang.",Aisya Abdullah,Pantun Jenaka Teka-Teki Trade Fair,Batang,Jawapan,14
"Sambil duduk memakan kerang;
Kerang dimakan bersama kentang.
Banyak batang bermacam batang;
Suka orang Melayu makan ikan tenggeri batang.",Nur Latiff,Pantun Jenaka Teka-Teki Trade Fair,Batang,Jawapan,13
"Dari Jurong nak ke bukit panjang 
Singgah dulu di chua choo kang. 
Memanglah Melayu suka makan batang, 
Makan daging batang pinang.",Tutyyanti Binte Emran,Pantun Jenaka Teka-Teki Trade Fair,Apakah batang,Jenaka teka teki,14
"Lembah Loyang hulu dekat Selarang,
Memang tidak rata, berbukit bukau;
Sejak zaman dulu sampai sekarang,
Ramai orang kita yang makan ketam bakau.",Anuar Selamat ,Pantun Jenaka Teka-Teki Trade Fair,Bakau,Jawapan,20
"Lembah Loyang hulu dekat Selarang,
Memang tidak rata, berbukit bukau;
Sejak zaman dulu sampai sekarang,
Ramai orang kita yang makan ketam bakau.",Seniah,Pantun Jenaka Teka-Teki Trade Fair,Bakau,Jawapan,20
"TANAM TEMBAKAU TIDAK BERPAGAR
HIJAU PANDANGAN DI HUJUNG MUARA
SIAKAP BAKAU ISINYA SEGAR
DIBUAT HIDANGAN MENGGUGAH SELERA",AHMAD,Pantun Jenaka Teka-Teki Trade Fair,BAKAU,TEKA TEKI,23
"daun terup kartu pakau,
duduk bersila main di lantai;
jika dirujuk kamus makna bakau,
jawapannya sejenis pokok di pantai",Asmidah Mohd Jailani (dyg),Pantun Jenaka Teka-Teki Trade Fair,Bakau,jawapan,18
"CANTIK MEMUKAU BIRU AIRNYA
DI TAMBAK JOHOR TEMPAT BERSANTAI
KETAM BAKAU ENAK RASANYA
JUADAH TERSOHOR PESISIR PANTAI",AHMAD,Pantun Jenaka Teka-Teki Trade Fair,BAKAU,teka teki,24
"CANTIK MEMUKAU BIRU AIRNYA
DI TAMBAK JOHOR TEMPAT BERSANTAI
KETAM BAKAU ENAK RASANYA
JUADAH TERSOHOR PESISIR PANTAI",,Pantun Jenaka Teka-Teki Trade Fair,,,24
"Sondol bukan sebarang sondol,
Sondol depan berhadap-hadap;
Cendol bukan sebarang cendol 
Cendol dimakan paling sedap.",Azman Ari,Pantun Jenaka Teka-Teki Trade Fair,Jenaka,Jawapan,24
"Sorong papan tarik papan,
Buah keranji dalam perahu.
Suruh jalan dia jalan,
Cuba teka siapa tahu.",Anuar Selamat ,Pantun Jenaka Teka-Teki Trade Fair,Jenaka,Teka-teki,16
"Menjerat puyuh bukan sekali,
di tepi huma bukan sedikit,
Dapat kayuh basikal kembali,
sekian lama merawat sakit.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Basikal,Syukur,25
"Hendak bungkus, bungkuslah keria,
kenapa balut yang lain-lain;
Kisah tikus dengan manusia,
punca terkejut bukanlah main.",CG Karmin Abbas,Himpunan Pantun CG Karmin ,Terkejut,Jenaka,24
"Di Kampong Pasiran dan daerah Yung An,
Macam Bukit Batok atau Kampong Jawa;
Bukannya sindiran ataupun celaan,
Hanya bahan untuk usik-usik jiwa.",Cikgu Rosli Ahmad,Himpunan Pantun Cikgu Rosli,Pengenalan,Ucapan,24
"Dulu di Seranggong tempat ternak angsa,
Serta bela beruk pemetik kelapa;
Janganlah tersinggung dan menjeruk rasa,
Hati yang terjeruk membawa nestapa.",Cikgu Rosli Ahmad,Himpunan Pantun Cikgu Rosli,Pengenalan,Ucapan,24
"Dari Kampong Delta menuju Tekka,
Sampai Kampong Kapor ke Tasek Utara;
Milik bangsa kita pantun jenaka,
Sebagai pelipur hati yang lara.",Cikgu Rosli Ahmad,Himpunan Pantun Cikgu Rosli,Pengenalan,Ucapan,23
"Dari Alexandra menuju Sentosa,
Dari Pulau Brani tuju Mata Ikan;
Rakan senegara pencinta bahasa,
Terimalah ini yang saya sajikan.",Cikgu Rosli Ahmad,Himpunan Pantun Cikgu Rosli,Pengenalan,Ucapan,25
"Dari Alexandra menuju Sentosa,
Dari Pulau Brani tuju Mata Ikan;
Rakan senegara pencinta bahasa,
Terimalah ini yang saya sajikan.",Cikgu Rosli ahmad,Himpunan Pantun Cikgu Rosli Ahmad,Kawan,Ucapan,25
"Dari Alexandra menuju Sentosa,
Dari Pulau Brani tuju Mata Ikan;
Kalau saudara kawan luarbiasa,
Mengapa pantun ini  saya tujukan.
",Cikgu Rosli Ahmad,Himpunan Pantun Cikgu Rosli,Kawan,Jualan,25
"Dua tiga kucing berlari
Mana nak sama si kucing belang
Dua tiga boleh kucari
Mana nak sama awak seorang",,Penggemar Pantun,,,23
"Belimbing rendah kita topangkan,
renek sebantun di bawah palang;
Juara sudah kita nobatkan,
martabat pantun sudah dijulang.",CG Karmin Abbas,Himpunan Pantun CG Karmin,Pantun,Ucapan,25
"Kalau ada sumur di ladang,
boleh kita menumpang mandi,
kalau ada umur yang panjang,
boleh kita berjumpa lagi.",,Penggemar Pantun,,,21
"Pasang denak memikat kancil
Dirumpun pegaga tepian taman
Sudah ku jinak sedari kecil
Harimau dan naga manja berteman",Ahmad Hafizd,Penggemar Pantun,Teka teki,Jenaka 4 kerat,23
"Atur langkah bersirih pinang
Siap siaga pahlawan siam
Jampi serapah ku hembus tenang
Harimau dan naga tunduk terdiam",Ahmad Hafizd,Penggemar Pantun,Teka teki,Jenaka 4 kerat,20
"Dari mana punai melayang,
dari sawah turun ke padi;
Dari mana datangnya sayang,
dari mata turun ke hati.",Ervina Atan,RAI Pantun Kuih-Muih Tradisional,Sayang,Ucapan,22
"Beriring balam dengan merbah,
merbah kami di pohon buluh;
Seiring salam dengan sembah,
sembah kami jari sepuluh.",Azrizal Dendang Bertuah,Azrizal,Salam,Ucapan,25
"Ku ganggang keris bermandi limau,
sirih berlipat di kanan kiri;
naga di belakang di depan rimau,
dengan makrifat kuhilangkan diri.",Panglima allah,Makrifat,Makrifat,Tiup semangat,24
"Koleh kacang bertaik minyak,
nan jeladan mirip warnanya;
Orang bujang pilihan banyak;
Kena padan dengan taqwanya.",CG Karmin Abbas,RAI Pantun Kuih-Muih Tradisional,Kuih Koleh-Koleh,Gurauan,25
"Sepekan dua menengok lahan,
hendak menyisih hiruk kotanya;
Lelaki tua punya pilihan,
berkongsi kasih baik tandanya.",CG karmin Abbas,Himpunan Pantun CG Karmin Abbas,Lelaki Tua,Gurauan,25
"Beriam-riam air terisi,
Budak berkiam mengail patin;
Sediam-diam ubi berisi,
sediam-diam tua prihatin.",CG Karmin Abbas,RAI Pantun Kuih-Muih Tradisional,Kuih-muih,Gurauan,25
"Intinya manis buah Melaka,
sayang popia hamba lurutkan;
Buang nona manis buang serimuka,
kerana keria lah hamba turutkan.",CG Karmin Abbas,Kuih-Muih Tradisional,Kuih-Muih,Gurauan,25
